customerid,cuscode,customer,total_sales_value,avg_invoice_value,invoice_count,active_months,first_purchase,last_purchase,unique_products,unique_categories,top_category,relationship_years,recency_days,purchase_frequency,category_concentration,behaviour_cluster,cluster_name,pca_x,pca_y
13591000002286,11397,Golden Bud Lotus Tea Co.,378760.0,54108.57142857143,5,4,2021-12-16,2024-06-07,4,1,GLOBAL,2.48,592,1.25,1.0,1,High Frequency Buyers,-0.8641799504841072,0.2407917618232081
13591000002288,11398,Darjeeling Cedar Holdings,4643720.18,11667.63864321608,83,41,2018-04-30,2024-11-11,118,3,RETAIL,6.54,435,2.024,0.3333,4,High Value One-Off,3.332415850990128,-1.7025853201729955
13591000002290,11399,Matcha Palm Distributors C9A,8750.0,8750.0,1,1,2023-08-14,2023-08-14,1,1,GLOBAL,0.0,890,1.0,1.0,1,High Frequency Buyers,-1.3779574882582082,0.48059011548772784
13591000002298,11403,Sencha Magnolia Tea Works,3252.5,406.5625,1,1,2023-04-26,2023-04-26,8,1,RETAIL,0.0,1000,1.0,1.0,1,High Frequency Buyers,-1.3749447521895508,0.5064888727950908
13591000002304,11406,Assam Jasmine Trading,1145209.8,6776.389349112426,102,63,2018-04-30,2025-09-17,18,3,FOOD SERVICE,7.38,125,1.619,0.3333,4,High Value One-Off,3.4412293918315724,-2.0345452160186404
13591000002306,11407,Sencha Jasmine Tea Co.,6777.969999999999,2259.3233333333333,3,3,2018-05-17,2021-03-30,1,1,GLOBAL,2.87,1757,1.0,1.0,1,High Frequency Buyers,-1.2342511750477303,0.4485925795178907
13591000002310,11409,Darjeeling Fern Holdings D6D,8366626.0,83666.26,26,15,2018-06-12,2020-06-18,39,2,RETAIL,2.02,2042,1.733,0.5,4,High Value One-Off,0.3924906722468834,-0.2928153770652347
13591000002312,11410,Herbal Magnolia Beverages B1C,333314.0,6802.326530612245,45,37,2018-04-30,2025-08-11,8,2,FOOD SERVICE,7.28,162,1.216,0.5,4,High Value One-Off,1.936613545023534,-1.3806861542439766
13591000002316,11412,Black Gold Magnolia Holdings D3D,1675129.0,18821.674157303372,22,13,2018-05-14,2021-07-02,30,1,RETAIL,3.13,1663,1.692,1.0,1,High Frequency Buyers,-0.7478342423096505,0.46998913623194855
13591000002322,11415,Herbal Bamboo Tea Co.,45299.590000000004,1415.6121875000001,4,4,2020-03-03,2025-06-05,10,1,FOOD SERVICE,5.26,229,1.0,1.0,3,Strategic High-Value,-0.3627336404745808,-0.102062212671725
13591000002324,11416,Ceylon Lotus Exports 9D7,364160.0,52022.857142857145,5,5,2018-08-21,2019-01-18,4,1,GLOBAL,0.41,2559,1.0,1.0,1,High Frequency Buyers,-1.7596826391157783,0.8302515915276047
13591000002326,11417,Herbal Lotus Tea Co.,3446998.0,164142.7619047619,8,4,2018-04-20,2021-05-31,7,1,GLOBAL,3.11,1695,2.0,1.0,1,High Frequency Buyers,-1.0702484865353439,0.5767893074227782
13591000002328,11418,White Pearl Hibiscus Beverages B86,897950.02,49886.112222222226,18,17,2018-04-09,2025-07-08,6,1,GLOBAL,7.25,196,1.059,1.0,3,Strategic High-Value,0.16733096118940136,-0.3085168957589605
13591000002338,11423,Herbal Jasmine Distributors 033,650000.0,325000.0,2,2,2021-05-20,2022-01-03,2,1,GLOBAL,0.62,1478,1.0,1.0,1,High Frequency Buyers,-1.4924128990858034,0.6091467528910584
13591000002340,11424,Golden Bud Rosewood Exports BF9,887250.0,15038.135593220339,51,43,2018-04-30,2025-08-28,3,1,FOOD SERVICE,7.33,145,1.186,1.0,3,Strategic High-Value,0.7508078261355087,-0.42955393667458114
13591000002342,11425,Matcha Sage Distributors,144538.0,3361.3488372093025,17,15,2018-06-19,2022-03-07,14,2,FOOD SERVICE,3.72,1415,1.133,0.5,4,High Value One-Off,0.6206301981167969,-0.7208865655742064
13591000002348,11428,Silver Tip Lotus Imports A8C,2375216.77,27301.342183908047,80,49,2018-04-30,2025-09-15,7,2,RETAIL,7.38,127,1.633,0.5,4,High Value One-Off,2.2601386199839313,-1.358532268906283
13591000002350,11429,Assam Willow Holdings A96,1136288.47,15565.595479452055,73,62,2018-04-30,2025-08-15,7,2,FOOD SERVICE,7.29,158,1.177,0.5,4,High Value One-Off,2.4690845551703573,-1.494813408606083
13591000002352,11430,GreenLeaf Clover Holdings 558,32004.0,6400.8,2,2,2018-08-03,2018-09-20,5,2,FOOD SERVICE,0.13,2679,1.0,0.5,1,High Frequency Buyers,-0.5910282777078915,-0.10020819579039315
13591000002354,11431,Golden Bud Hibiscus Distributors 044,497885.0,5594.213483146067,12,9,2018-04-30,2019-09-12,50,1,RETAIL,1.37,2322,1.333,1.0,1,High Frequency Buyers,-1.198574167654431,0.7259996085967855
13591000002356,11432,Ceylon Hibiscus Distributors 8D0,2714375.0,46799.56896551724,20,15,2022-06-30,2025-06-24,16,1,GLOBAL,2.98,210,1.333,1.0,3,Strategic High-Value,-0.3610103773423954,0.09007989574821733
13591000002358,11433,Black Gold Sage Beverages 49E,443680.0,147893.33333333334,1,1,2018-08-09,2018-08-09,3,1,GLOBAL,0.0,2721,1.0,1.0,1,High Frequency Buyers,-1.9669556278477707,0.931759430760709
13591000002366,11437,Oolong Hibiscus Tea Co.,411185.0,12093.676470588236,8,5,2018-06-14,2021-04-28,23,1,GLOBAL,2.87,1728,1.6,1.0,1,High Frequency Buyers,-1.0245292468805922,0.5149193429157893
13591000002370,11439,Ceylon Bamboo Trading 850,12921.0,1076.75,7,7,2024-09-13,2025-07-29,2,1,GLOBAL,0.87,175,1.0,1.0,1,High Frequency Buyers,-0.9009148097881632,0.2149609582475947
13591000002372,11440,GreenLeaf Orchid Tea Co.,168560.0,9915.29411764706,15,13,2018-04-30,2020-01-09,2,1,RETAIL,1.69,2203,1.154,1.0,1,High Frequency Buyers,-1.3019223862068512,0.6224209296543493
13591000002374,11441,White Pearl Orchid Tea Co.,489570.21,5563.297840909091,51,41,2018-04-30,2025-08-06,26,3,FOOD SERVICE,7.27,167,1.244,0.3333,4,High Value One-Off,2.938275438737372,-1.9982964668338634
13591000002376,11442,Herbal Hibiscus Distributors,1489220.0,10341.805555555555,91,58,2018-05-14,2025-09-04,10,3,FOOD SERVICE,7.31,138,1.569,0.3333,4,High Value One-Off,3.271604569366769,-2.0150698581958193
13591000002378,11443,Herbal Rosewood Beverages,958700.0,20841.304347826088,39,34,2018-04-30,2025-05-22,4,1,FOOD SERVICE,7.06,243,1.147,1.0,3,Strategic High-Value,0.4919612511515288,-0.3502441897733481
13591000002382,11445,Assam Willow Tea Co.,2978013.45,13004.425545851529,83,55,2018-04-30,2025-09-18,74,3,RETAIL,7.39,124,1.509,0.3333,4,High Value One-Off,3.5595163707892383,-2.004941052385164
13591000002384,11446,Matcha Palm Tea Works,1250611.33,21940.549649122808,37,20,2018-08-16,2024-06-11,13,3,RETAIL,5.82,588,1.85,0.3333,4,High Value One-Off,2.1404241519778404,-1.600507675970508
13591000002386,11447,Darjeeling Palm Imports,1059665.59,4838.655662100457,19,11,2018-04-30,2025-09-19,51,1,RETAIL,7.39,123,1.727,1.0,3,Strategic High-Value,0.3738469409777403,-0.21733553015881904
13591000002390,11450,Ceylon Clover Beverages 632,10086280.0,360224.28571428574,16,12,2018-10-04,2022-04-26,17,1,GLOBAL,3.56,1365,1.333,1.0,1,High Frequency Buyers,-0.7256572475264278,0.41284602800343273
13591000002396,11454,GreenLeaf Orchid Beverages,230660.0,115330.0,1,1,2019-06-11,2019-06-11,2,1,GLOBAL,0.0,2415,1.0,1.0,1,High Frequency Buyers,-1.8714310711869258,0.8542419083003668
13591000002398,11455,Darjeeling Jasmine Holdings EFC,1158465.0,1158465.0,1,1,2022-07-31,2022-07-31,1,1,GLOBAL,0.0,1269,1.0,1.0,1,High Frequency Buyers,-1.6293664327579365,0.7208864305580762
13591000002400,11456,Matcha Fern Beverages,298900.0,9963.333333333334,21,19,2018-04-30,2025-08-21,4,1,FOOD SERVICE,7.31,152,1.105,1.0,3,Strategic High-Value,0.22774751204304175,-0.3351202530999671
13591000002402,11457,Ceylon Bamboo Trading 3C3,6849107.42,29269.68982905983,172,81,2018-04-30,2025-09-22,23,2,RETAIL,7.4,120,2.123,0.5,4,High Value One-Off,3.1241811374360617,-1.3451255781616689
13591000002406,11459,Assam Clover Imports,1876592.0,9574.448979591836,119,64,2018-04-30,2025-09-29,24,3,FOOD SERVICE,7.42,113,1.859,0.3333,4,High Value One-Off,3.5330103391039396,-1.9898791046721793
13591000002408,11460,GreenLeaf Fern Tea Co. E46,38603324.13,12231.725009505704,292,77,2018-04-30,2025-10-09,104,1,RETAIL,7.44,103,3.792,1.0,3,Strategic High-Value,2.487372827117976,0.21752975010438616
13591000002412,11462,Oolong Lotus Trading 4D8,60744.0,3573.176470588235,3,2,2018-04-30,2018-07-17,17,1,RETAIL,0.21,2744,1.5,1.0,1,High Frequency Buyers,-1.8026022337463559,0.9586245755794688
13591000002416,11464,TeaLeaf Hibiscus Distributors,1116805.04,2302.6908041237116,19,19,2019-08-02,2025-11-07,71,3,RETAIL,6.27,74,1.0,0.3333,4,High Value One-Off,2.585159190970024,-1.8699288109154395
13591000002424,11468,Sencha Fern Exports D29,1601106.28,20013.8285,51,28,2023-05-11,2025-09-22,12,3,FOOD SERVICE,2.37,120,1.821,0.3333,4,High Value One-Off,2.0060490287210757,-1.4706811294505024
13591000002428,11470,TeaLeaf Ivy Tea Works,388.28999999999996,194.14499999999998,2,2,2019-04-18,2024-09-23,1,1,GLOBAL,5.43,484,1.0,1.0,3,Strategic High-Value,-0.5123669587936114,-0.04787763275304265
13591000002432,11472,Sencha Palm Distributors 612,2875980.0,136951.42857142858,12,12,2018-06-11,2024-12-17,7,1,GLOBAL,6.52,399,1.0,1.0,3,Strategic High-Value,-0.10311686594141203,-0.16519317709568584
13591000002436,11475,Ceylon Bamboo Distributors 2F9,63000.0,21000.0,2,2,2022-11-24,2024-02-20,3,1,GLOBAL,1.24,700,1.0,1.0,1,High Frequency Buyers,-1.1235880339987185,0.3358276894655231
13591000002440,11477,Oolong Palm Tea Works 73F,26600.0,26600.0,1,1,2021-01-11,2021-01-11,1,1,GLOBAL,0.0,1835,1.0,1.0,1,High Frequency Buyers,-1.6818107726608256,0.7052689563161617
13591000002442,11478,Matcha Cedar Beverages,65140.74,21713.579999999998,1,1,2021-03-17,2021-03-17,3,1,GLOBAL,0.0,1770,1.0,1.0,1,High Frequency Buyers,-1.6497280453855967,0.6899093051754607
13591000002446,11480,Matcha Rosewood Trading BF3,577.72,577.72,1,1,2018-05-04,2018-05-04,1,1,GLOBAL,0.0,2818,1.0,1.0,1,High Frequency Buyers,-1.9928267550214693,0.9331212159335239
13591000002452,11483,Black Gold Magnolia Imports,488372.32,5251.315268817204,39,27,2018-05-17,2025-10-07,22,3,FOOD SERVICE,7.39,105,1.444,0.3333,4,High Value One-Off,2.6679963580548085,-1.9307515236540833
13591000002458,11486,Ceylon Ivy Distributors A0A,786905.0,131150.83333333334,5,4,2019-02-07,2020-07-10,5,1,GLOBAL,1.42,2020,1.25,1.0,1,High Frequency Buyers,-1.4619192984152758,0.6724187228675762
13591000002464,11490,Black Gold Bamboo Imports 56A,570400.0,285200.0,1,1,2020-11-25,2020-11-25,2,1,GLOBAL,0.0,1882,1.0,1.0,1,High Frequency Buyers,-1.7198980242343727,0.7521938763285313
13591000002466,11491,Silver Tip Jasmine Imports,375249.08999999997,9152.416829268292,28,23,2018-05-16,2025-08-25,19,1,GLOBAL,7.28,148,1.217,1.0,3,Strategic High-Value,0.3999643434547122,-0.33249711809420074
13591000002472,11494,Silver Tip Maple Beverages 11A,72500.0,9062.5,8,7,2018-04-09,2023-04-28,3,1,GLOBAL,5.05,998,1.143,1.0,3,Strategic High-Value,-0.5999683511646966,0.0996597675184258
13591000002474,11495,Assam Ivy Holdings,94654.2,1087.9793103448276,6,4,2021-08-06,2024-10-24,46,2,FOOD SERVICE,3.22,453,1.5,0.5,4,High Value One-Off,0.8209233879538044,-0.8080405104874829
13591000002492,11504,Sencha Ivy Imports 100,25877.48,601.8018604651163,23,16,2023-03-14,2025-09-12,5,1,GLOBAL,2.5,130,1.438,1.0,3,Strategic High-Value,-0.4307968784185327,0.09574317294914546
13591000002496,11506,Oolong Rosewood Imports,1684.35,1684.35,1,1,2019-03-25,2019-03-25,1,1,GLOBAL,0.0,2493,1.0,1.0,1,High Frequency Buyers,-1.889148464686079,0.8568031260374352
13591000002506,11511,TeaLeaf Clover Exports,424673.91000000003,53084.238750000004,6,4,2018-09-12,2020-06-04,4,1,GLOBAL,1.73,2056,1.5,1.0,1,High Frequency Buyers,-1.4133015967986724,0.6754727877015463
13591000002508,11513,Silver Tip Maple Distributors,819486.0,13217.516129032258,60,50,2018-05-15,2025-10-02,5,2,FOOD SERVICE,7.38,110,1.2,0.5,4,High Value One-Off,2.2293370524759215,-1.4578882190444395
13591000002510,11514,Ceylon Willow Holdings,118515.0,14814.375,2,2,2018-06-07,2022-01-20,7,2,FOOD SERVICE,3.62,1461,1.0,0.5,4,High Value One-Off,0.2665671535181716,-0.6594038128966537
13591000002512,11515,Herbal Palm Trading AC2,170580.0,10034.117647058823,12,11,2019-04-24,2024-04-09,4,2,FOOD SERVICE,4.96,651,1.091,0.5,4,High Value One-Off,0.8849265296702964,-0.9862711941601565
13591000002514,11516,Sencha Maple Tea Co. B53,1508536.0,43101.02857142857,35,30,2018-05-17,2025-08-21,5,2,RETAIL,7.26,152,1.167,0.5,4,High Value One-Off,1.7659801877239516,-1.3471954354064706
13591000002516,11517,Golden Bud Willow Exports,1016270.0,48393.80952380953,18,17,2018-04-30,2022-03-14,10,2,RETAIL,3.87,1408,1.059,0.5,4,High Value One-Off,0.6561372422688285,-0.7435912122763078
13591000002518,11518,Darjeeling Jasmine Distributors 4EA,233725.0,46745.0,3,3,2018-04-04,2025-02-20,5,1,GLOBAL,6.88,334,1.0,1.0,3,Strategic High-Value,-0.2359657971317961,-0.1940531736535547
13591000002524,11521,Herbal Fern Tea Co. 4B3,110455.0,7889.642857142857,2,2,2024-03-12,2025-09-25,14,1,GLOBAL,1.54,117,1.0,1.0,1,High Frequency Buyers,-0.8378276454667158,0.17543324837931243
13591000002532,11526,Sencha Palm Imports 53E,181.0,2.873015873015873,11,9,2018-04-30,2025-09-26,62,2,FOOD SERVICE,7.41,116,1.222,0.5,4,High Value One-Off,1.6529781171097113,-1.2717227503782167
13591000002536,11528,Silver Tip Willow Beverages 826,1409127.96,5871.3665,50,38,2018-06-26,2025-06-26,52,1,GLOBAL,7.0,208,1.316,1.0,3,Strategic High-Value,0.854997061280408,-0.3348475849318106
13591000002538,11529,Black Gold Rosewood Beverages 06F,2330350.15,20263.914347826085,18,10,2018-04-19,2025-05-15,68,1,GLOBAL,7.07,250,1.8,1.0,3,Strategic High-Value,0.3672283026018053,-0.1366335694804872
13591000002546,11534,Herbal Jasmine Trading E07,126550.0,14061.111111111111,4,4,2018-04-30,2023-05-29,5,1,FOOD SERVICE,5.08,967,1.0,1.0,3,Strategic High-Value,-0.6498775670486834,0.08701856214870655
13591000002548,11535,White Pearl Ivy Distributors,431550.0,20550.0,16,15,2018-08-15,2025-05-19,4,2,FOOD SERVICE,6.76,246,1.067,0.5,4,High Value One-Off,1.3343339531671639,-1.2419097294567136
13591000002552,11537,Golden Bud Maple Trading 403,6745.0,3372.5,1,1,2019-09-20,2019-09-20,2,1,GLOBAL,0.0,2314,1.0,1.0,1,High Frequency Buyers,-1.8268439284041198,0.8150884797094897
13591000002554,11538,Oolong Fern Beverages E97,14360.0,14360.0,1,1,2018-11-21,2018-11-21,1,1,GLOBAL,0.0,2617,1.0,1.0,1,High Frequency Buyers,-1.9301907921119337,0.8876431052373571
13591000002556,11539,Oolong Magnolia Imports,54600.0,10920.0,4,4,2018-07-17,2020-02-27,2,2,FOOD SERVICE,1.62,2154,1.0,0.5,1,High Frequency Buyers,-0.20122024841802433,-0.35009587657961067
13591000002562,11542,GreenLeaf Bamboo Imports,104052.0,104052.0,1,1,2022-05-06,2022-05-06,1,1,BULK,0.0,1355,1.0,1.0,1,High Frequency Buyers,-1.5372823161874833,0.6025190994916104
13591000002570,11546,Oolong Willow Trading,20135853.47,13143.50748694517,132,29,2018-04-30,2021-03-01,258,3,RETAIL,2.84,1786,4.552,0.3333,4,High Value One-Off,3.1604939963963377,-0.5404357300561299
13591000002574,11548,Ceylon Ivy Trading,69876.76,3882.042222222222,6,6,2018-07-13,2025-09-03,14,3,RETAIL,7.14,139,1.0,0.3333,4,High Value One-Off,2.0946896808616646,-1.8770332334897828
13591000002576,11549,Herbal Magnolia Beverages,742780.0,10611.142857142857,38,36,2018-04-30,2025-09-25,10,3,FOOD SERVICE,7.41,117,1.056,0.3333,4,High Value One-Off,2.7630529473266483,-2.03084934956848
13591000002578,11550,Herbal Magnolia Holdings 9A5,564978.76,3323.404470588235,18,14,2019-08-09,2022-06-13,82,2,RETAIL,2.84,1317,1.286,0.5,4,High Value One-Off,0.8888981720224055,-0.6359676276643916
13591000002580,11551,Darjeeling Cedar Imports,350800.0,29233.333333333332,4,4,2020-03-03,2024-01-10,8,1,GLOBAL,3.85,741,1.0,1.0,3,Strategic High-Value,-0.7244342382975021,0.13432326129611305
13591000002582,11553,Herbal Hibiscus Exports,7680.0,7680.0,1,1,2018-08-09,2018-08-09,1,1,GLOBAL,0.0,2721,1.0,1.0,1,High Frequency Buyers,-1.9626505998680301,0.9112333682367996
13591000002584,11554,Black Gold Maple Trading 0CB,1058850.0,352950.0,3,2,2024-10-02,2024-12-04,2,1,GLOBAL,0.17,412,1.5,1.0,1,High Frequency Buyers,-1.1802150139895489,0.4605940021026674
13591000002586,11555,Silver Tip Clover Imports E35,5876048.6,127740.18695652173,25,21,2018-04-12,2025-02-19,7,1,GLOBAL,6.86,335,1.19,1.0,3,Strategic High-Value,0.18024364712456173,-0.20447686431258774
13591000002596,11560,Black Gold Maple Trading E1F,126400.0,6652.631578947368,5,3,2018-04-09,2018-11-27,11,1,GLOBAL,0.64,2611,1.667,1.0,1,High Frequency Buyers,-1.7028327846521676,0.9098613811014765
13591000002604,11564,Oolong Orchid Beverages 510,274968.0,68742.0,2,2,2018-09-11,2018-10-16,2,1,GLOBAL,0.1,2653,1.0,1.0,1,High Frequency Buyers,-1.9073729759906903,0.8920951684128781
13591000002614,11569,Assam Magnolia Tea Works 31A,111320.0,15902.857142857143,2,2,2018-08-10,2020-12-18,4,1,GLOBAL,2.36,1859,1.0,1.0,1,High Frequency Buyers,-1.3405162328256146,0.5202177535210474
13591000002618,11571,White Pearl Jasmine Exports,429269.56,30662.11142857143,7,5,2018-05-04,2019-05-21,11,1,GLOBAL,1.05,2436,1.4,1.0,1,High Frequency Buyers,-1.5692667395944995,0.8000664047165024
13591000002620,11572,Golden Bud Palm Trading 3DB,102910.0,9355.454545454546,11,6,2018-07-16,2019-12-12,4,1,GLOBAL,1.41,2231,1.833,1.0,1,High Frequency Buyers,-1.4409059773500699,0.7686137019416919
13591000002624,11574,Sencha Magnolia Exports B72,256500.0,256500.0,1,1,2021-02-09,2021-02-09,1,1,GLOBAL,0.0,1806,1.0,1.0,1,High Frequency Buyers,-1.69861496498042,0.7286660116361788
13591000002632,11578,GreenLeaf Fern Distributors,545518.03,90919.67166666668,4,3,2018-05-08,2018-12-05,3,1,GLOBAL,0.58,2603,1.333,1.0,1,High Frequency Buyers,-1.7812751780969156,0.8834307200263994
13591000002648,11586,Ceylon Palm Holdings 266,454400.0,37866.666666666664,9,6,2019-10-01,2022-05-09,9,1,GLOBAL,2.6,1352,1.5,1.0,1,High Frequency Buyers,-1.0022189368192205,0.4323786801964298
13591000002652,11588,Black Gold Lotus Trading 5CD,33600.0,16800.0,2,2,2022-03-12,2022-09-08,2,1,GLOBAL,0.49,1230,1.0,1.0,1,High Frequency Buyers,-1.3963495450536743,0.5186564368910866
13591000002656,11590,Matcha Cedar Tea Co. E3E,1272360.0,24468.46153846154,40,33,2018-08-29,2024-12-17,16,1,GLOBAL,6.3,399,1.212,1.0,3,Strategic High-Value,0.3909303252622278,-0.23445951593841777
13591000002662,11593,Ceylon Bamboo Beverages 8A9,47780.0,15926.666666666666,1,1,2024-07-04,2024-07-04,3,1,GLOBAL,0.0,565,1.0,1.0,1,High Frequency Buyers,-1.264237323146965,0.4055755866679068
13591000002664,11594,Golden Bud Orchid Tea Co. 619,73200.0,24400.0,3,3,2022-06-22,2024-12-04,1,1,GLOBAL,2.45,412,1.0,1.0,1,High Frequency Buyers,-0.8622238648150107,0.1683654049597402
13591000002678,11601,Black Gold Clover Distributors FF2,4319058.57,15048.984564459932,52,19,2018-04-30,2020-02-17,44,2,RETAIL,1.8,2164,2.737,0.5,4,High Value One-Off,0.5122152065488172,-0.14925415438635756
13591000002680,11602,Ceylon Clover Exports 2CC,140848.0,2515.1428571428573,20,13,2018-05-17,2023-12-15,19,2,RETAIL,5.58,767,1.538,0.5,4,High Value One-Off,1.0856807703642615,-0.9547704310286055
13591000002682,11603,Sencha Orchid Tea Works,1311674.0,36435.38888888889,19,16,2018-04-30,2025-09-16,10,3,FOOD SERVICE,7.38,126,1.188,0.3333,4,High Value One-Off,2.337222761257422,-1.9086835917635512
13591000002684,11604,Black Gold Lotus Trading,27942.8,1470.6736842105263,4,4,2019-04-09,2020-09-15,5,1,RETAIL,1.44,1953,1.0,1.0,1,High Frequency Buyers,-1.4420118506124942,0.6031470694401896
13591000002686,11605,Golden Bud Fern Trading,69297.02,2235.387741935484,8,7,2020-04-30,2022-11-15,6,1,RETAIL,2.54,1162,1.143,1.0,1,High Frequency Buyers,-0.9654798016220882,0.3352765406159497
13591000002688,11606,Herbal Ivy Tea Works,143244.9,1351.3669811320754,27,25,2020-05-06,2025-03-28,8,1,RETAIL,4.89,298,1.08,1.0,3,Strategic High-Value,0.011354350791622638,-0.1429759228006974
13591000002690,11607,Darjeeling Ivy Imports,27631.31,3453.91375,1,1,2020-05-29,2020-05-29,4,1,RETAIL,0.0,2062,1.0,1.0,1,High Frequency Buyers,-1.7356713166773707,0.7562496412031888
13591000002696,11610,TeaLeaf Palm Trading,655270.04,2028.6998142414861,78,46,2020-04-29,2025-10-30,8,1,RETAIL,5.5,82,1.696,1.0,3,Strategic High-Value,0.6725258617322669,-0.22444314741688923
13591000002698,11611,Assam Bamboo Tea Co.,4104694.04,19639.684401913877,128,69,2018-04-30,2025-10-09,23,2,RETAIL,7.44,103,1.855,0.5,4,High Value One-Off,2.829569783540545,-1.3876376511974484
13591000002706,11615,Ceylon Rosewood Exports,1171339.03,5856.6951500000005,27,16,2019-07-17,2025-10-31,85,3,RETAIL,6.29,81,1.688,0.3333,4,High Value One-Off,2.647977361343132,-1.7563536296937263
13591000002708,11616,Darjeeling Jasmine Distributors,286540.0,6663.720930232558,32,28,2018-04-30,2024-11-12,16,2,FOOD SERVICE,6.54,434,1.143,0.5,4,High Value One-Off,1.5949945455646841,-1.2291935431883747
13591000002710,11617,Darjeeling Jasmine Beverages,868902.28,21722.557,31,28,2018-05-22,2025-08-13,6,1,RETAIL,7.23,160,1.107,1.0,3,Strategic High-Value,0.4188561812534316,-0.36246191396655486
13591000002714,11619,Silver Tip Hibiscus Distributors 9A1,2350978.0,11813.959798994974,24,13,2018-04-30,2019-07-18,57,2,RETAIL,1.22,2378,1.846,0.5,1,High Frequency Buyers,0.2289272192163369,-0.17039360143562823
13591000002716,11620,Black Gold Sage Trading,950208.0,43191.27272727273,20,9,2018-04-30,2018-12-04,3,2,FOOD SERVICE,0.6,2604,2.222,0.5,1,High Frequency Buyers,-0.28120069786395513,-0.017835833534426932
13591000002718,11621,Golden Bud Clover Tea Works,1166328.0,12959.2,19,17,2018-05-21,2021-03-04,9,1,RETAIL,2.79,1783,1.118,1.0,1,High Frequency Buyers,-0.9000135887997938,0.42148451563070993
13591000002726,11625,GreenLeaf Hibiscus Trading 089,289699.5,28969.95,3,3,2021-01-22,2023-08-31,4,1,BULK,2.6,873,1.0,1.0,1,High Frequency Buyers,-0.973639523555561,0.26737483291738784
13591000002728,11626,White Pearl Jasmine Holdings,3327160.0,17887.956989247312,120,69,2018-04-30,2025-09-03,20,3,FOOD SERVICE,7.35,139,1.739,0.3333,4,High Value One-Off,3.5941001468432496,-2.0121573489737345
13591000002730,11627,White Pearl Sage Beverages,3812381.88,2742.7207769784172,74,54,2019-05-28,2025-10-23,214,3,FOOD SERVICE,6.41,89,1.37,0.3333,4,High Value One-Off,4.153382751710801,-1.9327662989162877
13591000002736,11631,Ceylon Bamboo Tea Works,88020.0,2316.315789473684,9,7,2018-04-30,2022-11-17,19,1,FOOD SERVICE,4.55,1160,1.286,1.0,3,Strategic High-Value,-0.6216606780920041,0.19721344927569717
13591000002738,11632,Golden Bud Fern Tea Works AC0,405864.23,4889.93048192771,44,25,2018-04-30,2024-03-25,9,2,RETAIL,5.9,666,1.76,0.5,4,High Value One-Off,1.3869305918624721,-1.0175367555867507
13591000002740,11633,Darjeeling Palm Tea Co.,1233192.68,9067.593235294116,74,43,2018-04-30,2025-08-04,23,3,FOOD SERVICE,7.26,169,1.721,0.3333,4,High Value One-Off,3.011447593779482,-1.9175409964196783
13591000002742,11634,Black Gold Jasmine Tea Co.,134000.0,3828.5714285714284,21,13,2018-04-30,2020-02-10,3,1,FOOD SERVICE,1.78,2171,1.615,1.0,1,High Frequency Buyers,-1.239923017137745,0.6698111449716871
13591000002744,11635,Herbal Willow Tea Works 73F,707023.4,9685.25205479452,37,31,2018-04-30,2024-07-26,18,2,FOOD SERVICE,6.24,543,1.194,0.5,4,High Value One-Off,1.6012332487024752,-1.1821163421916554
13591000002746,11636,Herbal Cedar Beverages 5B2,577750.0,7045.731707317073,46,29,2018-04-30,2024-05-10,5,1,FOOD SERVICE,6.03,620,1.586,1.0,3,Strategic High-Value,0.1722397124510686,-0.09281473740906476
13591000002748,11639,White Pearl Willow Trading 3F3,82608.66,1180.1237142857144,7,7,2019-06-14,2025-06-09,54,1,RETAIL,5.99,225,1.0,1.0,3,Strategic High-Value,0.032459646505863825,-0.16742327791965242
13591000002752,11642,Herbal Sage Imports F1E,797961.13,132993.52166666667,4,3,2018-12-19,2025-05-30,6,2,RETAIL,6.44,235,1.333,0.5,4,High Value One-Off,1.0553012117580771,-1.1146235253613217
13591000002754,11643,Darjeeling Palm Tea Co. EF2,3557968.0,46207.37662337662,77,65,2018-04-30,2025-10-07,9,2,FOOD SERVICE,7.44,105,1.185,0.5,4,High Value One-Off,2.586015500628204,-1.5121685911138976
13591000002756,11644,Ceylon Willow Holdings 845,214800.0,6137.142857142857,35,32,2018-04-30,2025-09-17,2,1,FOOD SERVICE,7.38,125,1.094,1.0,3,Strategic High-Value,0.512756456605502,-0.4093625685875221
13591000002758,11645,Sencha Orchid Tea Co. BB7,127486.0,4249.533333333334,11,9,2018-04-30,2019-01-24,16,2,RETAIL,0.74,2553,1.222,0.5,1,High Frequency Buyers,-0.2464158236654852,-0.17961915612530002
13591000002762,11647,Sencha Magnolia Distributors,25500.0,2550.0,5,5,2018-04-30,2019-03-19,4,1,FOOD SERVICE,0.88,2499,1.0,1.0,1,High Frequency Buyers,-1.6740889131158068,0.7709201639582524
13591000002764,11648,Silver Tip Willow Exports 8C3,1718741.0,10291.862275449103,73,46,2018-07-31,2025-09-01,22,3,FOOD SERVICE,7.09,141,1.587,0.3333,4,High Value One-Off,3.046651435474575,-1.9431581003172687
13591000002768,11650,Silver Tip Bamboo Beverages 3F6,1531162.0,20974.821917808218,58,48,2018-04-30,2025-10-03,19,3,RETAIL,7.43,109,1.208,0.3333,4,High Value One-Off,3.089409976809839,-2.05460262871199
