customerid,cuscode,customer,country,risk_band_predicted,prob_high,prob_medium,prob_low,risk_score,risk_bucket,total_outstanding_usd,total_outstanding_lkr,max_overdue_days,avg_overdue_days,invoice_count,receipt_count,debit_note_count,credit_note_count,behaviour_cluster,cluster_name,unique_products,unique_categories,top_category,outstanding_0_30,outstanding_31_60,outstanding_61_90,outstanding_91_plus
13591000000513,10144,Darjeeling Rosewood Tea Co.,SRI LANKA,Medium,0.299,0.6276,0.0734,29.9,Low Risk,9645.540118196719,2869479.6,69,17.384615384615383,65,0.0,0.0,0.0,4.0,High Value One-Off,94.0,3.0,FOOD SERVICE,6202.421491541254,2644.1599849375175,798.9586417179466,0.0
13591000000517,10146,TeaLeaf Jasmine Tea Co. 1EA,SRI LANKA,High,0.8418,0.1348,0.0235,84.2,High Risk,16844.283609953527,4998541.1,289,71.0,25,2.0,0.0,0.0,3.0,Strategic High-Value,24.0,1.0,RETAIL,6502.6287321493255,2770.7130286292413,2879.8414176024817,4691.100431572478
13591000000523,10150,Darjeeling Orchid Distributors DC2,SRI LANKA,High,0.6977,0.2498,0.0525,69.8,Medium Risk,710.9661375340535,211588.0,131,58.0,3,1.0,0.0,0.0,4.0,High Value One-Off,46.0,2.0,RETAIL,636.8429046730839,1.730661842352574,0.0,72.39257101861698
13591000000525,10151,Oolong Orchid Beverages C67,SRI LANKA,Low,0.0302,0.0274,0.9424,3.0,Low Risk,224.4516557426209,67064.0,0,0.0,1,0.0,0.0,0.0,4.0,High Value One-Off,11.0,3.0,FOOD SERVICE,224.4516557426209,0.0,0.0,0.0
13591000000529,10153,TeaLeaf Cedar Distributors 749,SRI LANKA,High,0.6647,0.1644,0.1709,66.5,Medium Risk,2275.1570518095436,672042.2,541,111.76470588235294,17,0.0,0.0,0.0,4.0,High Value One-Off,33.0,3.0,FOOD SERVICE,994.5226757611456,0.0,0.0,1280.634376048398
13591000000531,10154,Silver Tip Jasmine Trading AE0,SRI LANKA,High,0.7995,0.1753,0.0252,80.0,High Risk,7210.35383337889,2137660.0,239,128.57142857142858,7,3.0,0.0,0.0,4.0,High Value One-Off,12.0,3.0,RETAIL,4497.061191233412,0.0,0.0,2713.2926421454777
13591000000533,10155,GreenLeaf Magnolia Imports 89C,SRI LANKA,High,0.925,0.022,0.053,92.5,High Risk,611.8700755081667,180000.0,196,196.0,1,0.0,0.0,0.0,4.0,High Value One-Off,11.0,3.0,FOOD SERVICE,0.0,0.0,0.0,611.8700755081667
13591000000535,10156,Oolong Sage Beverages 9D6,SRI LANKA,Low,0.085,0.0497,0.8653,8.5,Low Risk,379.7815920586489,113280.0,0,0.0,1,0.0,0.0,0.0,4.0,High Value One-Off,16.0,2.0,FOOD SERVICE,379.7815920586489,0.0,0.0,0.0
13591000000537,10158,GreenLeaf Maple Exports 276,SRI LANKA,High,0.9098,0.0752,0.015,91.0,High Risk,5104.497323933816,1505352.0,360,154.5625,16,5.0,0.0,0.0,4.0,High Value One-Off,43.0,3.0,RETAIL,2383.7237279484793,0.0,994.6428368357163,1726.1307591496202
13591000000547,10163,TeaLeaf Hibiscus Distributors C15,SRI LANKA,High,0.7755,0.1951,0.0294,77.6,High Risk,7019.106090973768,2094250.4,258,36.857142857142854,7,7.0,2.0,0.0,4.0,High Value One-Off,144.0,3.0,RETAIL,6836.674617833933,0.0,0.0,182.4314731398348
13591000000552,10165,Darjeeling Bamboo Trading,SRI LANKA,Low,0.0844,0.022,0.8936,8.4,Low Risk,121.4396446472176,36285.0,0,0.0,1,1.0,0.0,0.0,4.0,High Value One-Off,15.0,3.0,FOOD SERVICE,121.4396446472176,0.0,0.0,0.0
13591000000554,10166,Matcha Cedar Distributors DA5,SRI LANKA,High,0.8947,0.0903,0.015,89.5,High Risk,1129.9330496112161,329294.0,280,189.6,5,1.0,0.0,0.0,4.0,High Value One-Off,17.0,3.0,FOOD SERVICE,0.0,0.0,0.0,1129.9330496112161
13591000000556,10167,Darjeeling Rosewood Holdings,SRI LANKA,High,0.813,0.1458,0.0413,81.3,High Risk,291.4304663484947,86730.0,81,45.333333333333336,3,2.0,0.0,0.0,4.0,High Value One-Off,8.0,2.0,RETAIL,96.9345090205088,96.99848244850875,97.49747487947712,0.0
13591000000558,10168,White Pearl Rosewood Tea Co.,SRI LANKA,High,0.6173,0.2916,0.0912,61.7,Medium Risk,767.8326772587418,227740.0,112,56.0,2,1.0,0.0,0.0,4.0,High Value One-Off,11.0,3.0,FOOD SERVICE,332.2854986813509,0.0,0.0,435.5471785773909
13591000000560,10169,TeaLeaf Fern Trading 2E0,SRI LANKA,Medium,0.2416,0.6909,0.0675,24.2,Low Risk,772.8179669466724,230100.0,16,5.333333333333333,3,2.0,0.0,0.0,4.0,High Value One-Off,21.0,3.0,FOOD SERVICE,772.8179669466724,0.0,0.0,0.0
13591000000562,10170,White Pearl Magnolia Tea Works,SRI LANKA,High,0.6101,0.3511,0.0388,61.0,Medium Risk,1733.4456767682434,515660.0,171,63.42857142857143,7,0.0,0.0,0.0,4.0,High Value One-Off,10.0,2.0,FOOD SERVICE,1016.5214666500849,237.5870817057947,398.3155975999798,81.0215308123839
13591000000564,10171,Darjeeling Lotus Tea Works,SRI LANKA,High,0.8421,0.0774,0.0805,84.2,High Risk,300.13092130337236,87780.0,309,172.5,2,1.0,0.0,0.0,4.0,High Value One-Off,5.0,3.0,FOOD SERVICE,0.0,137.7985691032392,0.0,162.3323522001332
13591000000580,10179,Assam Rosewood Tea Co.,SRI LANKA,High,0.6762,0.2387,0.0852,67.6,Medium Risk,3425.4527289110997,1019275.4,553,173.07692307692307,13,4.0,0.0,0.0,4.0,High Value One-Off,30.0,2.0,RETAIL,2272.5691283720867,330.5145667929091,38.47564576371276,783.8933879823913
13591000000584,10181,Silver Tip Hibiscus Distributors,SRI LANKA,High,0.8927,0.0683,0.0389,89.3,High Risk,5915.054409391336,1714796.4000000001,521,315.0,5,1.0,0.0,1.0,3.0,Strategic High-Value,16.0,1.0,RETAIL,0.0,0.0,0.0,5915.054409391336
13591000000589,10183,Matcha Maple Tea Works,SRI LANKA,High,0.6646,0.2142,0.1212,66.5,Medium Risk,2690.357673267653,802410.0,527,230.38235294117646,34,1.0,0.0,0.0,4.0,High Value One-Off,27.0,3.0,RETAIL,2295.9762539413837,389.765516099927,0.2025333547118541,4.413369871630716
13591000000591,10184,Oolong Orchid Exports 970,SRI LANKA,Low,0.098,0.0148,0.8872,9.8,Low Risk,48.19852853806733,14400.0,0,0.0,1,1.0,0.0,0.0,4.0,High Value One-Off,27.0,2.0,RETAIL,48.19852853806733,0.0,0.0,0.0
13591000000594,10185,Assam Palm Distributors 976,SRI LANKA,High,0.9278,0.012,0.0602,92.8,High Risk,0.0040041086226443,1.2,105,105.0,1,0.0,0.0,0.0,4.0,High Value One-Off,144.0,3.0,RETAIL,0.0,0.0,0.0,0.0040041086226443
13591000000604,10190,Black Gold Willow Tea Works 258,SRI LANKA,Medium,0.1488,0.8102,0.041,14.9,Low Risk,895.6190604160792,267210.0,17,9.333333333333334,3,1.0,0.0,0.0,4.0,High Value One-Off,29.0,3.0,RETAIL,895.6190604160792,0.0,0.0,0.0
13591000000606,10191,Oolong Lotus Tea Co. 8AC,SRI LANKA,Low,0.2636,0.1921,0.5443,26.4,Low Risk,38.7048044828762,11564.0,0,0.0,2,0.0,0.0,0.0,4.0,High Value One-Off,6.0,2.0,FOOD SERVICE,38.7048044828762,0.0,0.0,0.0
13591000000614,10197,Golden Bud Bamboo Beverages,SRI LANKA,High,0.9033,0.076,0.0207,90.3,High Risk,3637.0107035265155,1076472.3,199,83.27272727272727,11,6.0,0.0,0.0,4.0,High Value One-Off,58.0,3.0,RETAIL,1561.6235900689956,584.1147651223779,0.0,1491.2723483351422
13591000000616,10198,GreenLeaf Fern Beverages,SRI LANKA,High,0.9729,0.0271,0.0,97.3,High Risk,77.06611320361147,22500.0,807,574.0,2,0.0,0.0,0.0,1.0,High Frequency Buyers,5.0,1.0,RETAIL,0.0,0.0,0.0,77.06611320361147
13591000000618,10199,Golden Bud Bamboo Distributors,SRI LANKA,Low,0.1629,0.0025,0.8346,16.3,Low Risk,166.8668916991314,49776.0,0,0.0,1,1.0,0.0,0.0,3.0,Strategic High-Value,36.0,1.0,RETAIL,166.8668916991314,0.0,0.0,0.0
13591000000622,10201,Darjeeling Rosewood Trading,SRI LANKA,High,0.6608,0.175,0.1641,66.1,Medium Risk,266.9178597749303,79934.0,626,139.2,5,0.0,0.0,0.0,4.0,High Value One-Off,33.0,2.0,FOOD SERVICE,253.2583598766668,0.0,0.0,13.65949989826354
13591000000626,10203,Black Gold Hibiscus Exports,SRI LANKA,High,0.9508,0.0367,0.0125,95.1,High Risk,0.092100413872437,27.0,270,174.5,4,0.0,0.0,1.0,4.0,High Value One-Off,29.0,2.0,RETAIL,0.0,0.0,0.0292889497267361,0.06281146414570091
13591000000630,10206,Silver Tip Maple Tea Co. 43D,SRI LANKA,Low,0.093,0.004,0.903,9.3,Low Risk,90.99730126221137,27187.2,0,0.0,1,0.0,0.0,0.0,4.0,High Value One-Off,66.0,3.0,FOOD SERVICE,90.99730126221137,0.0,0.0,0.0
13591000000632,10207,Black Gold Hibiscus Imports,SRI LANKA,Low,0.2125,0.0369,0.7506,21.2,Low Risk,118.4777020948464,35400.0,0,0.0,1,2.0,0.0,0.0,4.0,High Value One-Off,22.0,3.0,FOOD SERVICE,118.4777020948464,0.0,0.0,0.0
13591000000636,10209,Golden Bud Bamboo Exports 104,SRI LANKA,High,0.7575,0.1963,0.0463,75.8,High Risk,14054.007129508074,4151290.9,209,74.03571428571429,28,1.0,0.0,0.0,4.0,High Value One-Off,53.0,3.0,FOOD SERVICE,4817.7796665618835,1317.338293721266,640.6827328411556,7278.206436383769
13591000000640,10211,Matcha Maple Beverages CAE,SRI LANKA,Medium,0.1462,0.7665,0.0873,14.6,Low Risk,701.7741126185508,209450.0,7,3.5,2,2.0,0.0,0.0,4.0,High Value One-Off,13.0,2.0,FOOD SERVICE,701.7741126185508,0.0,0.0,0.0
13591000000644,10213,Oolong Cedar Imports,SRI LANKA,High,0.611,0.2933,0.0957,61.1,Medium Risk,1174.8305548717544,351224.0,695,142.2,5,0.0,0.0,0.0,3.0,Strategic High-Value,59.0,1.0,RETAIL,1133.9355782364973,0.0,0.0,40.89497663525709
13591000000646,10214,Herbal Willow Trading,SRI LANKA,High,0.9756,0.01,0.0144,97.6,High Risk,0.0851122647794894,25.0,487,487.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,10.0,1.0,RETAIL,0.0,0.0,0.0,0.0851122647794894
13591000000648,10215,Darjeeling Lotus Imports 9AD,SRI LANKA,High,0.4124,0.3677,0.2199,41.2,Medium Risk,818.4508438424498,241091.0,909,306.6666666666667,6,0.0,0.0,0.0,4.0,High Value One-Off,10.0,3.0,FOOD SERVICE,459.6803285128438,0.0,0.0,358.77051532960604
13591000000652,10217,Silver Tip Willow Beverages,SRI LANKA,Low,0.0633,0.0012,0.9355,6.3,Low Risk,160.3048979704105,47790.0,0,0.0,1,0.0,0.0,0.0,4.0,High Value One-Off,5.0,2.0,RETAIL,160.3048979704105,0.0,0.0,0.0
13591000000660,10221,Black Gold Willow Distributors FE1,SRI LANKA,Low,0.1137,0.0058,0.8805,11.4,Low Risk,192.430350744795,57397.5,0,0.0,1,1.0,0.0,0.0,4.0,High Value One-Off,94.0,2.0,RETAIL,192.430350744795,0.0,0.0,0.0
13591000000662,10222,Silver Tip Bamboo Tea Works,SRI LANKA,Medium,0.1875,0.4256,0.3869,18.8,Low Risk,419.1265394577614,125195.6,393,131.0,3,0.0,0.0,0.0,4.0,High Value One-Off,18.0,3.0,RETAIL,412.89329173539215,0.0,0.0,6.233247722369245
13591000000666,10224,Assam Willow Holdings,SRI LANKA,High,0.791,0.0165,0.1925,79.1,High Risk,319.6063014020797,95400.0,15,15.0,1,3.0,0.0,0.0,3.0,Strategic High-Value,28.0,1.0,RETAIL,319.6063014020797,0.0,0.0,0.0
13591000000668,10225,GreenLeaf Fern Tea Co.,SRI LANKA,Low,0.1906,0.1371,0.6723,19.1,Low Risk,296.30988917938305,88500.0,0,0.0,3,0.0,0.0,0.0,4.0,High Value One-Off,17.0,3.0,FOOD SERVICE,296.30988917938305,0.0,0.0,0.0
13591000000672,10227,Matcha Bamboo Holdings 10C,SRI LANKA,High,0.9353,0.0547,0.01,93.5,High Risk,32525.04,9496113.2,358,333.1764705882353,17,1.0,0.0,0.0,0.0,Loyal Medium Buyers,493.0,3.0,RETAIL,0.0,0.0,0.0,32525.04
13591000000674,10228,Matcha Maple Exports,SRI LANKA,High,0.9063,0.0828,0.0108,90.6,High Risk,4353.146494261,1293692.0,133,16.857142857142858,21,6.0,0.0,0.0,4.0,High Value One-Off,51.0,3.0,FOOD SERVICE,3104.0929284663107,818.4726727860449,0.0,430.580893008644
13591000000683,10232,GreenLeaf Orchid Holdings 894,SRI LANKA,Medium,0.1019,0.8573,0.0408,10.2,Low Risk,1111.8036510288043,331500.0,17,8.5,2,0.0,0.0,0.0,4.0,High Value One-Off,8.0,2.0,FOOD SERVICE,1111.8036510288043,0.0,0.0,0.0
13591000000687,10234,Black Gold Palm Tea Works,SRI LANKA,High,0.6933,0.198,0.1087,69.3,Medium Risk,104.7085897789446,30975.0,130,75.0,3,1.0,0.0,0.0,4.0,High Value One-Off,27.0,3.0,FOOD SERVICE,19.74628368247441,0.0,0.0,84.9623060964702
13591000000693,10237,Oolong Jasmine Exports A4C,SRI LANKA,High,0.4579,0.3153,0.2269,45.8,Medium Risk,2122.831026274439,629878.1,105,43.333333333333336,6,0.0,0.0,0.0,4.0,High Value One-Off,30.0,3.0,FOOD SERVICE,699.0733895418867,976.8528690789111,372.1580448457111,74.74672280792979
13591000000701,10241,Golden Bud Orchid Holdings E61,SRI LANKA,Medium,0.4534,0.5003,0.0463,45.3,Medium Risk,37644.02069271236,11227485.9,36,8.352941176470589,17,2.0,0.0,1.0,0.0,Loyal Medium Buyers,657.0,3.0,RETAIL,36392.92113175586,1251.099560956498,0.0,0.0
13591000000705,10245,Herbal Fern Trading,SRI LANKA,Medium,0.1611,0.7805,0.0584,16.1,Low Risk,233.1577436835216,69384.0,32,16.0,2,0.0,0.0,0.0,4.0,High Value One-Off,4.0,2.0,FOOD SERVICE,116.3694814896313,116.7882621938903,0.0,0.0
13591000000715,10250,Sencha Magnolia Distributors BCB,SRI LANKA,Medium,0.3268,0.6409,0.0323,32.7,Medium Risk,4525.420968463537,1348150.0,43,14.6,5,1.0,0.0,0.0,4.0,High Value One-Off,10.0,3.0,FOOD SERVICE,3556.2721499803165,969.14881848322,0.0,0.0
13591000000727,10256,Black Gold Willow Tea Co.,SRI LANKA,High,0.6221,0.2702,0.1077,62.2,Medium Risk,405.80309639148925,120728.0,507,253.5,2,2.0,0.0,0.0,4.0,High Value One-Off,6.0,3.0,FOOD SERVICE,272.5227026941992,0.0,0.0,133.28039369729
13591000000749,10267,Silver Tip Rosewood Beverages 5B5,SRI LANKA,Medium,0.3022,0.5973,0.1006,30.2,Medium Risk,105.2056798982679,31329.0,14,7.0,2,0.0,0.0,0.0,4.0,High Value One-Off,7.0,2.0,FOOD SERVICE,105.2056798982679,0.0,0.0,0.0
13591000000751,10268,Herbal Maple Holdings 5B6,SRI LANKA,Medium,0.1954,0.7719,0.0327,19.5,Low Risk,1282.0646424706597,382850.0,17,5.666666666666667,3,2.0,0.0,0.0,4.0,High Value One-Off,11.0,2.0,RETAIL,1282.0646424706597,0.0,0.0,0.0
13591000000759,10272,GreenLeaf Sage Exports,SRI LANKA,Medium,0.151,0.829,0.02,15.1,Low Risk,581.844094485078,173460.0,35,17.5,2,0.0,0.0,0.0,4.0,High Value One-Off,12.0,2.0,FOOD SERVICE,290.7999193954795,291.0441750895985,0.0,0.0
13591000000774,10279,Golden Bud Magnolia Tea Co. 47B,SRI LANKA,Low,0.2641,0.2423,0.4936,26.4,Low Risk,210.63224552944845,62835.0,0,0.0,4,1.0,0.0,0.0,4.0,High Value One-Off,29.0,3.0,FOOD SERVICE,210.63224552944845,0.0,0.0,0.0
13591000000790,10287,Black Gold Hibiscus Imports FE3,SRI LANKA,High,0.7085,0.2468,0.0447,70.9,High Risk,97868.19455330457,29725263.3,660,333.3333333333333,105,1.0,0.0,0.0,0.0,Loyal Medium Buyers,681.0,3.0,RETAIL,14169.216629589617,10225.378236054215,3748.002292846719,69725.597394814
13591000000800,10292,GreenLeaf Jasmine Distributors,SRI LANKA,Medium,0.3704,0.5335,0.0962,37.0,Medium Risk,477.40750473643436,142584.0,164,56.0,5,1.0,0.0,0.0,4.0,High Value One-Off,4.0,2.0,RETAIL,477.3266129043138,0.0201540455461295,0.0303182813172686,0.0304195052571665
13591000000808,10296,GreenLeaf Palm Tea Works,SRI LANKA,High,0.9013,0.053,0.0457,90.1,High Risk,1077.5328487752754,320016.0,185,114.0,3,0.0,0.0,0.0,3.0,Strategic High-Value,47.0,1.0,RETAIL,1050.649957044326,0.0,0.0,26.88289173094953
13591000000816,10300,Darjeeling Bamboo Tea Co. 7AC,SRI LANKA,Low,0.027,0.0117,0.9613,2.7,Low Risk,375.0149704905704,112100.0,0,0.0,1,0.0,0.0,0.0,4.0,High Value One-Off,34.0,3.0,RETAIL,375.0149704905704,0.0,0.0,0.0
13591000000822,10303,Black Gold Maple Beverages,SRI LANKA,High,0.6964,0.2744,0.0292,69.6,Medium Risk,340.6068338971264,100890.0,169,84.66666666666667,3,1.0,0.0,0.0,4.0,High Value One-Off,7.0,3.0,FOOD SERVICE,78.99208773744905,0.0,180.8840374637828,80.7307086958946
13591000000824,10304,Black Gold Sage Exports,SRI LANKA,Low,0.1594,0.0514,0.7892,15.9,Low Risk,316.5169190699096,94400.0,0,0.0,1,0.0,0.0,0.0,4.0,High Value One-Off,6.0,2.0,FOOD SERVICE,316.5169190699096,0.0,0.0,0.0
13591000000826,10305,Oolong Willow Beverages,SRI LANKA,High,0.7966,0.1171,0.0863,79.7,High Risk,111.56820125302272,32730.0,252,151.66666666666666,3,1.0,0.0,0.0,4.0,High Value One-Off,19.0,3.0,FOOD SERVICE,46.48603776014077,0.0,0.0,65.08216349288195
13591000000828,10306,Darjeeling Orchid Trading,SRI LANKA,Low,0.4312,0.022,0.5468,43.1,Medium Risk,197.9072814449513,59000.0,6,6.0,1,0.0,0.0,0.0,4.0,High Value One-Off,17.0,3.0,FOOD SERVICE,197.9072814449513,0.0,0.0,0.0
13591000000834,10311,Silver Tip Hibiscus Exports 786,SRI LANKA,High,0.8069,0.1472,0.0459,80.7,High Risk,27264.062184993203,8139106.7,2750,368.7692307692308,13,3.0,0.0,0.0,4.0,High Value One-Off,106.0,4.0,GLOBAL,24588.068743840966,1254.4090040637075,0.0,1421.5844370885316
13591000000837,10312,Assam Orchid Beverages 861,SRI LANKA,High,0.8706,0.0996,0.0298,87.1,High Risk,126198.68519434409,37646440.5,2097,97.02919708029196,137,4.0,4.0,6.0,0.0,Loyal Medium Buyers,565.0,3.0,GLOBAL,115780.76815903417,487.2100232494199,705.22,9225.4870120605
13591000000845,10316,GreenLeaf Jasmine Distributors 262,SRI LANKA,Medium,0.0898,0.8939,0.0162,9.0,Low Risk,375.47815320729427,112185.3,5,2.5,2,1.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,375.47815320729427,0.0,0.0,0.0
13591000000849,10319,Black Gold Maple Exports 898,SRI LANKA,High,0.8204,0.1652,0.0144,82.0,High Risk,2242.3954847849336,668699.1,131,54.375,8,1.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,1941.4191040119608,74.70455229922334,75.29069305632217,150.98113541742708
13591000000857,10325,Herbal Lotus Trading B40,SRI LANKA,High,0.5848,0.4123,0.0029,58.5,Medium Risk,451.510832229878,134652.1,66,31.5,8,1.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,278.6617571253356,172.10627332246173,0.7428017820806362,0.0
13591000000859,10326,Assam Cedar Trading 276,SRI LANKA,High,0.892,0.0395,0.0685,89.2,High Risk,3689.682827974072,1102156.4000000001,55,21.0,4,1.0,0.0,0.0,1.0,High Frequency Buyers,1.0,1.0,GLOBAL,3429.1576189187067,260.5252090553656,0.0,0.0
13591000000861,10327,Sencha Willow Holdings B9F,SRI LANKA,High,0.9673,0.0327,0.0,96.7,High Risk,6054.488588423142,1799541.9000000001,131,70.5,16,0.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,2193.811132480747,1239.365824712555,1237.2882148354436,1384.0234163943958
13591000000865,10329,Black Gold Hibiscus Tea Works A1F,SRI LANKA,High,0.9569,0.0375,0.0056,95.7,High Risk,11706.519101611219,3492733.7,86,34.0,8,0.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,9972.397020159395,1347.5331875642125,386.5888938876129,0.0
13591000000871,10333,Black Gold Orchid Beverages ED3,SRI LANKA,High,0.6587,0.3008,0.0405,65.9,Medium Risk,1108.919038493387,330607.9,468,93.5,10,2.0,0.0,0.0,4.0,High Value One-Off,8.0,2.0,RETAIL,869.8605360848562,95.3036395866946,44.90063149540668,98.85423132642953
13591000000877,10336,TeaLeaf Magnolia Holdings 1FF,SRI LANKA,Medium,0.2324,0.7662,0.0014,23.2,Low Risk,446.1639369800024,133291.1,24,9.666666666666666,3,0.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,446.1639369800024,0.0,0.0,0.0
13591000000881,10338,Sencha Palm Imports,SRI LANKA,High,0.9605,0.0394,0.0002,96.0,High Risk,3028.4602345330804,904157.6,55,18.714285714285715,7,0.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,2914.5772948058197,113.8829397272605,0.0,0.0
13591000000889,10344,Ceylon Palm Exports 53F,SRI LANKA,High,0.9664,0.01,0.0236,96.6,High Risk,295.1692758663452,85450.0,356,356.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,32.0,1.0,GLOBAL,0.0,0.0,0.0,295.1692758663452
13591000000893,10347,Matcha Willow Trading F16,SRI LANKA,High,0.9715,0.0,0.0285,97.2,High Risk,1760.994310325775,522695.5,31,31.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,4.0,1.0,GLOBAL,0.0,1760.994310325775,0.0,0.0
13591000000899,10352,Golden Bud Clover Tea Works 70B,SRI LANKA,High,0.9767,0.0,0.0233,97.7,High Risk,81.46927321795405,24271.0,44,44.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,53.0,1.0,GLOBAL,0.0,81.46927321795405,0.0,0.0
13591000000901,10353,Darjeeling Maple Exports 6CA,SRI LANKA,Medium,0.203,0.6719,0.1252,20.3,Low Risk,2874.4392476158937,857860.0,15,8.0,3,1.0,0.0,0.0,3.0,Strategic High-Value,28.0,1.0,GLOBAL,2874.4392476158937,0.0,0.0,0.0
13591000000921,10368,Assam Palm Tea Co. 36D,SRI LANKA,Low,0.0837,0.2044,0.7119,8.4,Low Risk,5939.349195449466,1772522.1,0,0.0,3,0.0,0.0,0.0,3.0,Strategic High-Value,33.0,1.0,GLOBAL,5939.349195449466,0.0,0.0,0.0
13591000000935,10380,Darjeeling Bamboo Beverages 74C,SRI LANKA,High,0.9608,0.0043,0.035,96.1,High Risk,1646.592331901351,489346.0,28,28.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,36.0,1.0,GLOBAL,1646.592331901351,0.0,0.0,0.0
13591000000951,10392,Herbal Ivy Beverages,SRI LANKA,Medium,0.3318,0.6367,0.0315,33.2,Medium Risk,8083.119096262228,2408616.0,52,26.666666666666668,3,0.0,0.0,0.0,3.0,Strategic High-Value,27.0,1.0,GLOBAL,6771.128571212224,1311.990525050003,0.0,0.0
13591000000953,10393,Ceylon Hibiscus Distributors C7F,SRI LANKA,Medium,0.1849,0.7607,0.0543,18.5,Low Risk,2936.1287375332527,875088.0,29,14.5,2,0.0,0.0,0.0,3.0,Strategic High-Value,23.0,1.0,GLOBAL,2936.1287375332527,0.0,0.0,0.0
13591000000959,10398,TeaLeaf Jasmine Trading,SRI LANKA,High,0.4737,0.3735,0.1528,47.4,Medium Risk,2341.4578566579526,698295.2,49,17.4,5,1.0,0.0,0.0,3.0,Strategic High-Value,83.0,1.0,GLOBAL,1890.4968466663477,450.9610099916049,0.0,0.0
13591000000961,10399,Silver Tip Bamboo Holdings,SRI LANKA,Medium,0.094,0.8423,0.0638,9.4,Low Risk,3447.3587754034584,1025302.0,28,18.666666666666668,3,0.0,0.0,0.0,3.0,Strategic High-Value,22.0,1.0,GLOBAL,3447.3587754034584,0.0,0.0,0.0
13591000000977,10415,Matcha Ivy Trading 43E,SRI LANKA,Medium,0.167,0.5916,0.2414,16.7,Low Risk,221.75555808611492,66250.0,4,2.3333333333333335,3,1.0,0.0,0.0,3.0,Strategic High-Value,119.0,1.0,GLOBAL,221.75555808611492,0.0,0.0,0.0
13591000000981,10438,Silver Tip Bamboo Exports,SRI LANKA,High,0.4357,0.3236,0.2407,43.6,Medium Risk,392.04075821906906,117153.5,18,10.333333333333334,3,17.0,0.0,0.0,3.0,Strategic High-Value,332.0,1.0,GLOBAL,392.04075821906906,0.0,0.0,0.0
13591000000987,10446,White Pearl Jasmine Beverages 416,SRI LANKA,High,0.9604,0.0033,0.0362,96.0,High Risk,771.5371528166639,230100.0,33,33.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,11.0,1.0,GLOBAL,0.0,771.5371528166639,0.0,0.0
13591000000989,10447,Silver Tip Clover Tea Co.,SRI LANKA,Medium,0.0709,0.8635,0.0656,7.1,Low Risk,3669.6078517828846,1092385.0,52,13.333333333333334,6,0.0,0.0,0.0,3.0,Strategic High-Value,71.0,1.0,GLOBAL,2837.7298014794405,831.8780503034442,0.0,0.0
13591000001003,10454,TeaLeaf Hibiscus Tea Works,SRI LANKA,Low,0.2224,0.2504,0.5273,22.2,Low Risk,171.145847379394,51150.0,0,0.0,2,0.0,0.0,0.0,3.0,Strategic High-Value,54.0,1.0,GLOBAL,171.145847379394,0.0,0.0,0.0
13591000001021,10464,Herbal Maple Tea Works,SRI LANKA,High,0.97,0.0033,0.0267,97.0,High Risk,1012.646532283363,300857.7,36,36.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,5.0,1.0,GLOBAL,0.0,1012.646532283363,0.0,0.0
13591000001037,10479,Black Gold Lotus Distributors,SRI LANKA,Low,0.3076,0.027,0.6654,30.8,Medium Risk,145.1918647495502,43306.0,0,0.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,4.0,1.0,GLOBAL,145.1918647495502,0.0,0.0,0.0
13591000001043,10486,Silver Tip Willow Tea Co. DD7,SRI LANKA,High,0.7392,0.08,0.1808,73.9,High Risk,550.4802806511874,164400.0,30,30.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,24.0,1.0,GLOBAL,550.4802806511874,0.0,0.0,0.0
13591000001075,10507,GreenLeaf Bamboo Trading,SRI LANKA,High,0.9889,0.0,0.0111,98.9,High Risk,56.78890408471364,16950.0,46,46.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,16.0,1.0,GLOBAL,0.0,56.78890408471364,0.0,0.0
13591000001109,10531,Golden Bud Maple Tea Works,SRI LANKA,High,0.6619,0.1891,0.149,66.2,Medium Risk,92.57052435395227,27657.0,186,93.0,2,1.0,0.0,0.0,3.0,Strategic High-Value,3.0,1.0,RETAIL,92.53962840224882,0.0,0.0,0.0308959517034483
13591000001115,10534,Sencha Ivy Distributors 6E5,SRI LANKA,Low,0.1112,0.02,0.8688,11.1,Low Risk,608.2071144033164,181720.0,0,0.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,8.0,1.0,GLOBAL,608.2071144033164,0.0,0.0,0.0
